Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
XAUUSD.c,-40446.65,-18419.89,187230.27,19674.0,0.47,10.0,744,9121,2729379.4,8258,-2542149.13,34571,8373,163.52,151.5,143.45,52.0,sweep,loss>70%win
EURUSD.c,-46990.35,-4040.21,-2964.9,21720.0,2.06,30.0,378,2011,544662.51,2527,-547627.41,9093,1773,455.81,591.47,583.21,44.0,sweep,loss>70%win
NAS100.c,-7432.5,-3421.07,46203.22,22457.68,0.5,8.0,207,1390,630099.32,1609,-583896.1,5935,877,291.6,162.62,159.11,46.0,,loss>70%win
GBPUSD.c,-15961.2,-775.35,-23278.32,7644.0,1.58,20.0,258,871,238918.1,1150,-262196.42,4042,729,381.94,606.01,370.16,43.0,sweep,loss>70%win
USDJPY.c,-21763.55,-163.65,81066.39,28209.81,2.69,24.0,242,697,388665.26,919,-307598.87,3234,673,401.08,247.53,455.42,43.0,sweep,loss>70%win
US30.c,-2791.4,-289.75,12381.5,11924.0,0.41,4.0,141,697,197736.27,667,-185354.77,2714,420,232.71,128.83,501.41,51.0,sweep,loss>70%win
GER30.c,-5658.45,-511.75,66580.26,17989.34,1.07,10.0,93,558,388327.92,526,-321747.66,2124,234,173.42,166.36,147.29,51.0,,loss>70%win
GBPJPY.c,-4779.2,-193.69000000000003,-33411.8,4645.44,1.53,19.02,126,292,70371.4,335,-103783.2,1249,180,565.38,232.4,454.96,47.0,,loss>70%win
AUDUSD.c,-5035.55,-238.01999999999998,7482.51,3893.0,1.65,30.0,115,291,53026.06,311,-45543.55,1219,255,1448.22,1101.26,2764.93,48.0,sweep,loss>70%win
BTCUSD,-439.25,-1980.58,3710.34,16460.37,0.17,2.5,75,211,37533.31,320,-33822.97,1059,154,546.65,409.42,541.31,40.0,,loss>70%win
USDCAD.c,-2195.95,-7.62,-7531.58,689.08,0.89,20.0,118,185,8932.14,300,-16463.72,983,176,602.39,770.28,815.72,38.0,sweep,loss>70%win
USDCHF.c,-3452.3,239.73,28565.56,7504.71,1.91,16.52,94,181,62794.840000000004,176,-34229.28,722,124,642.91,633.29,666.17,51.0,sweep,meets_all
SPX500.c,-558.2,-830.05,-12592.65,1360.0,0.33,5.8,55,197,21358.45,135,-33951.1,668,78,1002.53,929.61,2123.98,59.0,,loss>70%win
EURJPY.c,-2277.0,-421.34000000000003,-2317.59,2855.98,1.39,10.0,55,124,32433.34,205,-34750.93,656,207,416.05,618.46,408.31,38.0,sweep,loss>70%win
WTI.c,-507.5,-82.17,6169.35,1811.5,0.41,3.0,32,118,17046.55,132,-10877.2,494,110,345.79,277.32,245.43,47.0,sweep,meets_all
NZDUSD.c,-564.4,-34.41,-548.72,863.2,0.6,5.2,65,77,4023.6400000000003,110,-4572.36,376,41,1002.58,764.71,259.94,41.0,,loss>70%win
JP225.c,-100.2,-4.42,-4800.74,944.0,0.13,1.0,20,56,6981.3099999999995,93,-11782.05,298,14,129.86,118.05,162.82,38.0,,loss>70%win
AUDCAD.c,-284.0,-126.59,7727.0,3640.9,0.45,11.0,34,82,8671.3,44,-944.3,252,67,770.46,755.74,140.7,65.0,sweep,meets_all
XAGUSD.c,-217.2,-40.150000000000006,-7468.95,2590.55,0.34,2.7,35,58,7818.85,68,-15287.8,252,46,338.43,372.61,277.23,46.0,sweep,loss>70%win
GBPAUD.c,-973.3000000000001,-224.76,-2853.33,5087.95,1.56,16.4,42,49,18353.649999999998,75,-21206.98,250,39,897.2,839.73,402.46,40.0,sweep,loss>70%win
EURAUD.c,-997.15,-80.21,-2026.43,4826.74,1.71,12.23,42,40,16233.06,78,-18259.49,233,23,619.08,505.63,614.03,34.0,,loss>70%win
EURGBP.c,-1225.0,79.02000000000001,5075.34,4501.13,2.15,15.0,33,58,27991.41,57,-22916.07,228,33,1480.95,766.93,3406.41,50.0,,loss>70%win
AUDJPY.c,-577.3,-564.5,17970.09,12379.48,1.06,10.0,35,53,21653.309999999998,56,-3683.2200000000003,217,34,724.82,1773.71,219.31,49.0,sweep,meets_all
EURCHF.c,-119.1,-195.08,1484.93,259.55,0.25,2.4,22,71,2540.31,26,-1055.3799999999999,194,19,4788.84,4465.75,10568.53,73.0,,meets_all
HK50.c,-35.3,-1.82,-471.32,336.49,0.08,1.0,6,45,719.84,42,-1191.16,174,21,411.36,650.64,374.17,52.0,,loss>70%win
GBPCAD.c,-514.55,-31.310000000000002,-3213.53,1013.96,1.19,20.0,33,37,2478.36,50,-5691.89,173,16,620.22,475.26,575.31,43.0,,loss>70%win
EURCAD.c,-264.7,-45.36,-1791.74,204.83,0.64,20.0,28,26,1104.0900000000001,57,-2895.83,166,30,1187.71,2607.77,1472.29,31.0,sweep,loss>70%win
GBPNZD.c,-578.65,-4.43,773.38,1233.74,1.52,10.0,18,34,8537.76,43,-7764.38,152,36,816.91,398.88,222.01,44.0,sweep,loss>70%win
EURNZD.c,-176.6,-20.47,3210.4,1101.52,0.48,3.86,29,47,3952.76,26,-742.36,148,27,583.92,404.37,336.88,64.0,sweep,meets_all
CHFJPY.c,-230.8,-0.38,208.18,816.34,0.65,6.0,18,35,1642.78,36,-1434.6,143,48,113.01,82.34,101.19,49.0,sweep,loss>70%win
CADJPY.c,-578.35,-111.09,8368.52,3649.29,1.69,8.12,23,30,13975.34,39,-5606.82,137,19,346.77,148.84,284.18,43.0,,meets_all
CADCHF.c,-429.15000000000003,-243.29,2151.94,1524.05,1.28,9.32,16,30,7235.19,37,-5083.25,134,20,778.49,313.75,1212.68,45.0,,loss>70%win
EU50.c,-109.0,0.0,-3366.99,830.67,0.33,5.0,2,15,1612.48,51,-4979.47,132,17,12.99,10.69,4.3,23.0,,loss>70%win
GBPCHF.c,-197.25,12.300000000000004,348.3,1412.68,0.7,7.18,25,19,2552.1,35,-2203.8,112,24,826.88,116.41,134.29,35.0,sweep,loss>70%win
NZDJPY.c,-289.0,-30.64,-905.82,482.3,1.07,8.05,21,26,1795.3700000000001,27,-2701.19,108,6,769.02,1206.5,211.02,49.0,,loss>70%win
NZDCAD.c,-207.0,-7.86,-454.17,229.35,0.84,3.7,18,18,1233.83,31,-1688.0,98,12,1125.22,899.71,120.33,37.0,,loss>70%win
BRENT.c,-76.85,-9.24,555.52,724.28,0.32,0.85,7,29,5640.900000000001,18,-5085.38,96,4,466.82,331.51,279.04,62.0,,loss>70%win
AUDNZD.c,-445.09999999999997,-472.37,-14027.42,110.18,2.09,24.36,17,11,258.99,32,-14286.410000000002,85,18,1768.7,210.43,2382.24,26.0,"sweep, emotional",loss>70%win
NZDCHF.c,-59.55,2.34,55.25,108.73,0.33,3.0,10,19,416.11,18,-360.86,72,12,485.63,386.23,232.47,51.0,sweep,loss>70%win
AUDCHF.c,-141.15,0.9500000000000001,-14.4,848.84,0.78,10.0,17,8,967.84,29,-982.24,72,12,283.49,272.94,90.1,22.0,sweep,loss>70%win
ETHUSD,-319.5,-60.0,-3673.9,478.68,1.8,24.0,18,13,1309.43,23,-4983.33,71,2,856.98,2055.56,706.71,36.0,,loss>70%win
UK100.c,-108.8,0.0,306.48,658.55,0.81,5.0,5,13,903.56,14,-597.08,54,21,36.09,18.02,0.42,48.0,sweep,meets_all
AUS200.c,-64.05,21.47,-236.73,769.1,0.69,1.0,4,8,2587.74,8,-2824.47,34,9,1942.55,1804.56,2377.73,50.0,sweep,loss>70%win
ESP35.c,-14.7,0.0,-253.35,84.49,0.23,1.0,3,3,93.81,10,-347.15999999999997,26,6,39.15,20.93,132.81,23.0,sweep,loss>70%win
US2000.c,-2.2,-0.26,-16.3,8.65,0.06,0.2,3,3,19.55,4,-35.85,14,1,274.1,526.25,223.62,43.0,,loss>70%win
USDMXN.c,-7.35,0.0,-234.42,4.04,0.21,0.5,3,1,4.04,6,-238.45999999999998,14,2,131.4,0.0,0.0,14.0,,loss>70%win
ADAUSD,-43.0,0.0,167.17,168.05,4.3,8.5,2,1,168.05,1,-0.88,4,0,83.39,164.73,2.05,50.0,,meets_all
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
CHI50.c,-0.1,0.0,4.36,4.36,0.02,0.02,1,1,4.36,0,0.0,2,0,488.4,488.4,0.0,100.0,,low_trades
HKCH50.c,-0.05,0.0,-0.2,0.0,0.01,0.01,1,0,0.0,1,-0.2,2,0,0.58,0.0,0.58,0.0,,"low_trades,low_win%,loss>70%win"
LTCUSD,-0.5,0.0,-0.3,0.0,0.1,0.1,1,0,0.0,1,-0.3,2,0,178.72,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
